time,epoch,train_loss,val_loss,val_digit_acc,val_sequence_acc,best_sequence_acc,lr,epoch_seconds,elapsed,eta
2026-06-14 20:36:05,33,0.001258,0.001081,0.999650,0.998100,0.998600,0.00006250,191.32,2h 33m 37s,2h 05m 41s
2026-06-14 20:39:16,34,0.001194,0.001258,0.999650,0.998000,0.998600,0.00003125,190.71,2h 36m 48s,1h 59m 54s
2026-06-14 21:01:05,35,0.001155,0.001151,0.999683,0.998300,0.998600,0.00003125,1309.64,2h 58m 38s,2h 07m 35s
2026-06-14 21:04:27,36,0.001078,0.001059,0.999667,0.998200,0.998600,0.00003125,201.66,3h 01m 59s,2h 01m 19s
2026-06-14 21:07:35,37,0.000908,0.001037,0.999717,0.998300,0.998600,0.00001563,187.79,3h 05m 07s,1h 55m 04s
2026-06-14 21:10:42,38,0.001109,0.000961,0.999733,0.998400,0.998600,0.00001563,187.38,3h 08m 15s,1h 48m 59s
2026-06-14 21:13:50,39,0.000849,0.000997,0.999700,0.998300,0.998600,0.00001563,187.40,3h 11m 22s,1h 43m 02s
2026-06-14 22:06:39,40,0.001019,0.000933,0.999683,0.998200,0.998600,0.00000781,3169.44,4h 04m 11s,2h 02m 05s
2026-06-14 22:09:57,41,0.001180,0.000976,0.999733,0.998500,0.998600,0.00000781,198.36,4h 07m 30s,1h 54m 41s
2026-06-14 22:13:10,42,0.001053,0.000934,0.999733,0.998500,0.998600,0.00000781,192.24,4h 10m 42s,1h 47m 26s
2026-06-14 22:16:22,43,0.000941,0.000939,0.999750,0.998600,0.998600,0.00000391,192.28,4h 13m 54s,1h 40m 23s
2026-06-14 22:19:34,44,0.001104,0.000986,0.999717,0.998400,0.998600,0.00000391,191.47,4h 17m 06s,1h 33m 29s
2026-06-14 22:22:44,45,0.001073,0.000979,0.999750,0.998600,0.998600,0.00000391,190.72,4h 20m 17s,1h 26m 45s
2026-06-14 22:25:56,46,0.001041,0.000932,0.999733,0.998500,0.998600,0.00000195,191.69,4h 23m 28s,1h 20m 11s
2026-06-14 22:29:07,47,0.000991,0.000967,0.999750,0.998500,0.998600,0.00000195,191.18,4h 26m 39s,1h 13m 45s
2026-06-14 22:32:19,48,0.001145,0.000930,0.999750,0.998500,0.998600,0.00000195,191.46,4h 29m 51s,1h 07m 27s
2026-06-14 22:35:31,49,0.000916,0.000962,0.999717,0.998400,0.998600,0.00000098,192.64,4h 33m 04s,1h 01m 18s
2026-06-14 22:38:45,50,0.001101,0.000960,0.999717,0.998400,0.998600,0.00000098,193.63,4h 36m 17s,55m 15s
2026-06-14 22:41:57,51,0.001083,0.000940,0.999717,0.998400,0.998600,0.00000098,192.11,4h 39m 29s,49m 19s
2026-06-14 22:45:10,52,0.001036,0.000965,0.999717,0.998400,0.998600,0.00000049,193.29,4h 42m 43s,43m 29s
2026-06-14 22:48:23,53,0.000958,0.000946,0.999733,0.998500,0.998600,0.00000049,192.37,4h 45m 55s,37m 45s
2026-06-14 22:51:37,54,0.000861,0.000970,0.999717,0.998400,0.998600,0.00000049,193.91,4h 49m 09s,32m 07s
2026-06-14 22:54:49,55,0.001160,0.000961,0.999717,0.998400,0.998600,0.00000024,192.69,4h 52m 22s,26m 34s
2026-06-14 22:58:03,56,0.001042,0.000973,0.999733,0.998500,0.998600,0.00000024,193.93,4h 55m 36s,21m 06s
2026-06-14 23:01:16,57,0.001014,0.000941,0.999717,0.998400,0.998600,0.00000024,193.02,4h 58m 49s,15m 43s
2026-06-14 23:04:29,58,0.000914,0.000976,0.999717,0.998400,0.998600,0.00000012,192.55,5h 02m 01s,10m 24s
2026-06-14 23:07:43,59,0.000857,0.000946,0.999717,0.998400,0.998600,0.00000012,194.37,5h 05m 16s,05m 10s
2026-06-14 23:10:56,60,0.000948,0.000945,0.999733,0.998500,0.998600,0.00000012,192.48,5h 08m 28s,00m 00s
