epoch,train_loss,val_loss,val_digit_acc,val_sequence_acc,lr,seconds
1,2.411024,2.317539,0.100000,0.000000,0.00100000,3.56
2,2.311558,2.305764,0.092500,0.000000,0.00100000,2.52
